pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,2022-10-04,92.9,-1.85,6.05,"Assad, Javier",642020,665871,,foul,,,,,6.0,Chuckie Robinson singles on a line drive to left fielder Ian Happ.,R,R,R,CIN,CHC,S,,,1,2,2022,-0.71,1.56,0.61,2.69,,,,0,6,Bot,,,,,,,7.866989338370121,-134.9415804431809,-6.238843704078486,-10.352020166872366,29.465208756989355,-11.861664406946538,3.57,1.66,327.0,98.7,28.0,93.1,2338.0,6.5,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.96,,,,,,,,40,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,208.0,0.0,0.0,,,,0.0,98.7,-1,-1,0.387,0.387,24,27,25,28,2,1,5.0,2.0,,,1.09,0.71,0.71,50.6
SL,2022-10-04,80.4,-1.97,6.12,"Assad, Javier",642020,665871,,foul,,,,,8.0,Chuckie Robinson singles on a line drive to left fielder Ian Happ.,R,R,R,CIN,CHC,S,,,1,2,2022,0.66,0.66,0.23,1.98,,,,0,6,Bot,,,,,,,3.643834940914553,-117.06303814531375,-3.7864675351737738,5.360047665991738,21.900437491160748,-25.554563902099613,3.57,1.66,12.0,76.6,-9.0,80.6,2222.0,6.4,663243,575929,663845,606019,621550,663538,664023,666624,673548,54.09,,,,,,,,40,4,Slider,0,1,0,1,1,0,0,1,Standard,Standard,72.0,0.0,0.0,,,,0.0,88.0,-1,-1,0.387,0.387,24,27,25,28,2,1,5.0,2.0,,,2.85,-0.66,-0.66,55.7
CU,2022-10-04,77.2,-1.56,6.2,"Assad, Javier",642020,665871,,ball,,,,,14.0,Chuckie Robinson singles on a line drive to left fielder Ian Happ.,R,R,R,CIN,CHC,B,,,0,2,2022,0.81,-0.66,1.97,0.23,,,,0,6,Bot,,,,,,,6.066054135294912,-112.20513847219104,-4.516511189724821,5.673346817245814,20.854700367497003,-37.13053068105362,3.64,1.75,,,,77.4,2364.0,6.5,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.95,,,,,,,,40,3,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,32.0,0.0,0.019,,,,-0.019,,-1,-1,0.387,0.387,24,27,25,28,2,1,5.0,2.0,,,4.51,-0.81,-0.81,62.1
CH,2022-10-04,87.8,-2.11,6.07,"Assad, Javier",642020,665871,,foul,,,,,11.0,Chuckie Robinson singles on a line drive to left fielder Ian Happ.,R,R,R,CIN,CHC,S,,,0,1,2022,-1.03,0.78,-1.35,2.62,,,,0,6,Bot,,,,,,,3.967492112991726,-127.89961563268358,-3.917318002382793,-12.124762845402852,23.517526715736345,-23.04163825846612,3.57,1.66,66.0,34.1,38.0,88.5,1853.0,6.4,663243,575929,663845,606019,621550,663538,664023,666624,673548,54.09,,,,,,,,40,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,210.0,0.0,-0.051,,,,0.051,88.0,-1,-1,0.387,0.387,24,27,25,28,2,1,5.0,2.0,,,2.15,1.03,1.03,51.5
SI,2022-10-04,89.7,-1.89,6.05,"Assad, Javier",642020,665871,,foul,,,,,4.0,Chuckie Robinson singles on a line drive to left fielder Ian Happ.,R,R,R,CIN,CHC,S,,,0,0,2022,-1.39,1.08,-0.73,2.55,,,,0,6,Bot,,,,,,,5.819885858041044,-130.38942745866458,-4.964576925529441,-17.06725996002727,27.66383258384091,-18.95140355409035,3.57,1.66,72.0,64.0,7.0,89.8,1942.0,6.4,663243,575929,663845,606019,621550,663538,664023,666624,673548,54.09,,,,,,,,40,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,207.0,0.0,-0.038,,,,0.038,88.0,-1,-1,0.387,0.387,24,27,25,28,2,1,5.0,2.0,,,1.76,1.39,1.39,50.6
CU,2022-10-04,76.0,-1.53,6.04,"Assad, Javier",676480,665871,field_out,hit_into_play,,,,,9.0,Jose Barrero lines out to left fielder Ian Happ.,R,R,R,CIN,CHC,X,7.0,line_drive,1,2,2022,0.99,-0.94,0.69,1.59,,,,2,5,Bot,78.46,71.92,,,,,2.9024354390111755,-110.7138442791436,-0.5634433105453743,7.564905050410267,20.668638495634475,-39.96932231946913,3.43,1.67,335.0,91.0,23.0,76.3,2409.0,6.6,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.93,0.171,0.179,0.0,1.0,0.0,0.0,3.0,34,4,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,46.0,-0.016,-0.181,,,0.275,0.181,91.0,-1,-1,0.349,0.349,24,24,25,24,2,1,5.0,1.0,,1.0,4.89,-0.99,-0.99,63.4
FF,2022-10-04,92.6,-1.94,6.01,"Assad, Javier",676480,665871,,ball,,,,,12.0,Jose Barrero lines out to left fielder Ian Happ.,R,R,R,CIN,CHC,B,,,0,2,2022,-0.68,1.32,1.36,3.07,,,,2,5,Bot,,,,,,,9.936438102523484,-134.4785980206836,-4.589065072824633,-10.365412070883014,29.040092774896983,-15.298030370656432,3.69,1.67,,,,93.0,2128.0,6.6,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.88,,,,,,,,34,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,212.0,0.0,0.028,,,,-0.028,,-1,-1,0.349,0.349,24,24,25,24,2,1,5.0,1.0,,1.0,1.35,0.68,0.68,51.6
ST,2022-10-04,81.1,-1.92,5.94,"Assad, Javier",676480,665871,,called_strike,,,,,12.0,Jose Barrero lines out to left fielder Ian Happ.,R,R,R,CIN,CHC,S,,,0,1,2022,1.08,0.39,0.97,2.91,,,,2,5,Bot,,,,,,,4.426026435212399,-118.04181998484768,-0.9134437299547395,9.29352905466182,21.83608906588861,-28.58936598563291,3.56,1.67,,,,81.5,2254.0,6.5,663243,575929,663845,606019,621550,663538,664023,666624,673548,54.04,,,,,,,,34,2,Sweeper,0,1,0,1,1,0,0,1,Standard,Standard,69.0,0.0,-0.059,,,,0.059,,-1,-1,0.349,0.349,24,24,25,24,2,1,5.0,1.0,,1.0,3.07,-1.08,-1.08,53.1
SL,2022-10-04,82.3,-1.89,5.88,"Assad, Javier",676480,665871,,swinging_strike,,,,,9.0,Jose Barrero lines out to left fielder Ian Happ.,R,R,R,CIN,CHC,S,,,0,0,2022,0.7,0.59,0.61,1.65,,,,2,5,Bot,,,,,,,4.34063961604559,-119.73696504863152,-4.239928264388499,5.9277853470673385,22.70947222423652,-25.859552435992093,3.43,1.67,,,,82.7,2229.0,6.6,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.94,,,,,,,,34,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard,84.0,0.0,-0.043,,,,0.043,,-1,-1,0.349,0.349,24,24,25,24,2,1,5.0,1.0,,1.0,2.77,-0.7,-0.7,51.7
FF,2022-10-04,93.6,-1.96,5.95,"Assad, Javier",672279,665871,strikeout,swinging_strike,,,,,11.0,Michael Siani strikes out swinging.,R,L,R,CIN,CHC,S,2.0,,2,2,2022,-0.74,1.31,-0.91,2.84,,,,1,5,Bot,,,,,,,4.374036854849951,-136.29322649523576,-5.222732738693565,-10.192231089350091,29.505277758287793,-14.950236297239965,3.41,1.56,,,,94.1,2128.0,6.5,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.99,,0.0,0.0,1.0,0.0,0.0,,33,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,211.0,-0.024,-0.212,,,,0.212,,-1,-1,0.373,0.373,24,22,25,23,2,1,5.0,2.0,,1.0,1.29,0.74,-0.74,49.1
FC,2022-10-04,88.7,-2.17,5.79,"Assad, Javier",672279,665871,,foul,,,,,6.0,Michael Siani strikes out swinging.,R,L,R,CIN,CHC,S,,,2,1,2022,0.23,0.68,0.49,2.39,,,,1,5,Bot,,,,,,,6.084850788119819,-129.13969289023515,-3.7292860303183617,1.316705612803893,25.69059594646986,-23.98144181351885,3.41,1.56,304.0,103.8,20.0,89.4,2126.0,6.6,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.94,,,,,,,,33,4,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,193.0,0.0,-0.073,,,,0.073,103.8,-1,-1,0.373,0.373,24,22,25,23,2,1,5.0,2.0,,1.0,2.2,-0.23,0.23,46.2
FC,2022-10-04,87.7,-2.04,5.86,"Assad, Javier",672279,665871,,called_strike,,,,,4.0,Michael Siani strikes out swinging.,R,L,R,CIN,CHC,S,,,2,0,2022,0.23,0.86,-0.29,2.38,,,,1,5,Bot,,,,,,,3.7477345448164785,-127.66904064759872,-4.100092038340562,1.8265767033317384,25.151555250817857,-22.137199056678902,3.33,1.56,,,,88.2,2053.0,6.5,663243,575929,663845,606019,621550,663538,664023,666624,673548,54.05,,,,,,,,33,3,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,196.0,0.0,-0.066,,,,0.066,,-1,-1,0.373,0.373,24,22,25,23,2,1,5.0,2.0,,1.0,2.09,-0.23,0.23,48.6
FC,2022-10-04,88.6,-2.33,5.9,"Assad, Javier",672279,665871,,ball,,,,,11.0,Michael Siani strikes out swinging.,R,L,R,CIN,CHC,B,,,1,0,2022,0.2,1.08,-1.34,3.43,,,,1,5,Bot,,,,,,,1.9972246390084631,-129.13346011920035,-2.30417281574719,1.9032783846530137,24.74328017285832,-19.81406937581678,3.39,1.56,,,,89.2,2053.0,6.4,663243,575929,663845,606019,621550,663538,664023,666624,673548,54.08,,,,,,,,33,2,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,201.0,0.0,0.07,,,,-0.07,,-1,-1,0.373,0.373,24,22,25,23,2,1,5.0,2.0,,1.0,1.8,-0.2,0.2,47.4
SI,2022-10-04,92.7,-1.83,6.0,"Assad, Javier",672279,665871,,ball,,,,,11.0,Michael Siani strikes out swinging.,R,L,R,CIN,CHC,B,,,0,0,2022,-1.35,0.94,-1.14,3.12,,,,1,5,Bot,,,,,,,4.70724209542838,-135.01119421712608,-3.6450208563514424,-17.51254789067176,28.891644022321085,-20.135748279369707,3.5,1.64,,,,93.2,1944.0,6.5,663243,575929,663845,606019,621550,663538,664023,666624,673548,54.0,,,,,,,,33,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,208.0,0.0,0.036,,,,-0.036,,-1,-1,0.373,0.373,24,22,25,23,2,1,5.0,2.0,,1.0,1.71,1.35,-1.35,51.5
SI,2022-10-04,92.1,-1.82,6.07,"Assad, Javier",668715,665871,field_out,hit_into_play,,,,,8.0,"Spencer Steer grounds out, third baseman Patrick Wisdom to first baseman Alfonso Rivas.",R,R,R,CIN,CHC,X,5.0,ground_ball,2,2,2022,-1.41,0.86,-0.09,2.04,,,,0,5,Bot,102.16,161.59,,,,,7.4901013861677,-133.92141672338792,-6.346589930672749,-18.62281169353976,27.24814528401556,-20.617305801784266,3.48,1.66,7.0,95.8,-17.0,92.7,1954.0,6.6,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.94,0.154,0.151,0.0,1.0,0.0,0.0,2.0,32,5,Sinker,0,1,0,1,1,0,0,1,Infield shade,Standard,208.0,-0.034,-0.218,,,0.159,0.218,95.8,-1,-1,0.407,0.407,24,24,25,25,2,1,5.0,1.0,,1.0,1.82,1.41,1.41,55.1
ST,2022-10-04,82.7,-1.79,6.02,"Assad, Javier",668715,665871,,ball,,,,,14.0,"Spencer Steer grounds out, third baseman Patrick Wisdom to first baseman Alfonso Rivas.",R,R,R,CIN,CHC,B,,,1,2,2022,0.91,0.4,2.11,0.22,,,,0,5,Bot,,,,,,,7.137418553489447,-120.17876218894166,-7.550884483761332,7.464158773670672,22.683260510570783,-27.040774561365712,3.58,1.66,,,,83.2,2331.0,6.6,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.88,,,,,,,,32,4,Sweeper,0,1,0,1,1,0,0,1,Infield shade,Standard,75.0,0.0,0.042,,,,-0.042,,-1,-1,0.407,0.407,24,24,25,25,2,1,5.0,1.0,,1.0,2.94,-0.91,-0.91,57.0
SL,2022-10-04,83.0,-1.69,6.03,"Assad, Javier",668715,665871,,ball,,,,,14.0,"Spencer Steer grounds out, third baseman Patrick Wisdom to first baseman Alfonso Rivas.",R,R,R,CIN,CHC,B,,,0,2,2022,0.76,0.41,1.82,0.93,,,,0,5,Bot,,,,,,,6.568411086362072,-120.6926680575256,-6.056997496642593,6.283718400438949,21.725207662550893,-27.23910635825689,3.58,1.66,,,,83.5,2220.0,6.5,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.99,,,,,,,,32,3,Slider,0,1,0,1,1,0,0,1,Infield shade,Standard,68.0,0.0,0.019,,,,-0.019,,-1,-1,0.407,0.407,24,24,25,25,2,1,5.0,1.0,,1.0,2.88,-0.76,-0.76,57.0
FC,2022-10-04,88.0,-1.89,5.99,"Assad, Javier",668715,665871,,called_strike,,,,,14.0,"Spencer Steer grounds out, third baseman Patrick Wisdom to first baseman Alfonso Rivas.",R,R,R,CIN,CHC,S,,,0,1,2022,0.32,0.66,0.7,1.46,,,,0,5,Bot,,,,,,,5.613040784125383,-128.11361686352112,-6.337729869613719,2.5465846187261976,22.605031951556477,-23.887848104899756,3.6,1.71,,,,88.6,2009.0,6.3,663243,575929,663845,606019,621550,663538,664023,666624,673548,54.16,,,,,,,,32,2,Cutter,0,1,0,1,1,0,0,1,Infield shade,Standard,186.0,0.0,-0.051,,,,0.051,,-1,-1,0.407,0.407,24,24,25,25,2,1,5.0,1.0,,1.0,2.25,-0.32,-0.32,47.4
SI,2022-10-04,91.7,-1.91,6.08,"Assad, Javier",668715,665871,,called_strike,,,,,2.0,"Spencer Steer grounds out, third baseman Patrick Wisdom to first baseman Alfonso Rivas.",R,R,R,CIN,CHC,S,,,0,0,2022,-1.07,0.92,-0.02,3.23,,,,0,5,Bot,,,,,,,7.1274812215957155,-133.50631742548728,-3.434190254123375,-14.25739502620814,25.3721493880144,-20.53054621988805,3.44,1.61,,,,92.6,1977.0,6.5,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.97,,,,,,,,32,1,Sinker,0,1,0,1,1,0,0,1,Infield shade,Standard,201.0,0.0,-0.038,,,,0.038,,-1,-1,0.407,0.407,24,24,25,25,2,1,5.0,1.0,,1.0,1.76,1.07,1.07,53.9
FF,2022-10-04,93.0,-1.76,6.01,"Assad, Javier",656413,665871,field_out,hit_into_play,,,,,3.0,Stuart Fairchild pops out to first baseman Alfonso Rivas in foul territory.,R,R,R,CIN,CHC,X,3.0,popup,0,2,2022,-0.67,1.48,0.49,3.41,,,,2,4,Bot,165.19,182.8,,,,,7.273062340899591,-135.18602280864573,-4.106401476633861,-9.880921366963197,31.109669370330764,-13.32531455727468,3.48,1.56,123.0,85.7,68.0,93.0,2259.0,6.5,663243,575929,663845,606019,621550,663538,664023,666624,673548,54.01,0.003,0.003,0.0,1.0,0.0,0.0,3.0,28,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,208.0,-0.013,-0.153,,,0.003,0.153,88.0,-1,-1,0.369,0.369,24,26,25,26,2,1,5.0,1.0,,1.0,1.17,0.67,0.67,48.1
SI,2022-10-04,91.8,-1.81,5.97,"Assad, Javier",656413,665871,,called_strike,,,,,9.0,Stuart Fairchild pops out to first baseman Alfonso Rivas in foul territory.,R,R,R,CIN,CHC,S,,,0,1,2022,-1.22,1.04,0.4,2.15,,,,2,4,Bot,,,,,,,8.280015356285126,-133.4205052301308,-6.086829088675678,-16.328803907191475,27.269873999324815,-18.63950368874207,3.53,1.56,,,,92.3,1869.0,6.5,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.95,,,,,,,,28,2,Sinker,0,1,0,1,1,0,0,1,Infield shade,Standard,208.0,0.0,-0.059,,,,0.059,,-1,-1,0.369,0.369,24,26,25,26,2,1,5.0,1.0,,1.0,1.66,1.22,1.22,52.0
SI,2022-10-04,92.3,-1.7,6.02,"Assad, Javier",656413,665871,,foul,,,,,7.0,Stuart Fairchild pops out to first baseman Alfonso Rivas in foul territory.,R,R,R,CIN,CHC,S,,,0,0,2022,-1.34,1.12,-0.32,1.86,,,,2,4,Bot,,,,,,,6.441037486527499,-134.0162456679018,-7.178466022628358,-17.516051292322413,30.632313723812945,-17.242323399301355,3.48,1.56,,,,92.2,2065.0,6.5,663243,575929,663845,606019,621550,663538,664023,666624,673548,54.03,,,,,,,,28,1,Sinker,0,1,0,1,1,0,0,1,Infield shade,Standard,205.0,0.0,-0.043,,,,0.043,,-1,-1,0.369,0.369,24,26,25,26,2,1,5.0,1.0,,1.0,1.58,1.34,1.34,52.5
ST,2022-10-04,82.4,-1.77,5.99,"Assad, Javier",456781,665871,field_out,hit_into_play,,,,,6.0,"Donovan Solano grounds out, shortstop Nico Hoerner to first baseman Alfonso Rivas.",R,R,R,CIN,CHC,X,6.0,ground_ball,1,2,2022,0.86,0.3,0.61,2.37,,,,1,4,Bot,99.73,147.04,,,,,3.768662905694728,-120.04562823974598,-2.3239452370170115,7.586623368988018,22.827951317032294,-29.05734570445557,3.12,1.45,112.0,93.7,7.0,83.1,2357.0,6.6,663243,575929,663845,606019,621550,663538,664023,666624,673548,53.88,0.5,0.45,0.0,1.0,0.0,0.0,4.0,27,4,Sweeper,0,1,0,1,1,0,0,1,Standard,Standard,75.0,-0.022,-0.177,,,0.541,0.177,93.7,-1,-1,0.391,0.391,24,34,25,35,2,1,5.0,1.0,,1.0,3.05,-0.86,-0.86,52.7
