pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,2021-08-21,89.3,-2.26,5.82,"Maeda, Kenta",519317,628317,,ball,,,,,11,Giancarlo Stanton doubles (14) on a line drive to left fielder Rob Refsnyder.   DJ LeMahieu scores.    Anthony Rizzo scores.    Aaron Judge to 3rd.,R,R,R,NYY,MIN,B,,,0,0,2021,-0.49,1.26,-0.12,4.38,518934.0,519203.0,592450.0,1,5,Bot,,,,,,,6.269926102025314,-130.0058069858132,-0.2016703815187485,-6.8579320509097546,26.91839887094673,-17.99745455277681,3.68,1.68,,,,89.0,2103.0,6.1,632821,680777,553902,593871,650333,592743,608701,624503,596146,54.44,,,,,,,,43,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Strategic,206.0,0.0,0.047,,,,-0.047,,2,2,0.876,0.876,33,31,33,32,1,2,7.0,1.0,,2.0,1.59,0.49,0.49,41.9
FF,2021-08-21,90.3,-2.28,5.88,"Maeda, Kenta",592450,628317,walk,ball,,,,,2,Aaron Judge walks.,R,R,R,NYY,MIN,B,,,3,0,2021,-0.73,1.29,0.25,3.7,518934.0,519203.0,,1,5,Bot,,,,,,,7.796508284259714,-131.34097338099753,-2.204910268971478,-10.058977287123888,28.125918698296974,-16.9399742443223,4.02,1.87,,,,89.7,2217.0,6.0,632821,680777,553902,593871,650333,592743,608701,624503,596146,54.51,,0.691717,0.7,1.0,0.0,0.0,,42,4,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Strategic,205.0,0.002,0.08,,,,-0.08,,2,2,0.874,0.874,33,29,33,29,3,2,7.0,1.0,,2.0,1.51,0.73,0.73,42.6
SL,2021-08-21,83.6,-2.27,5.67,"Maeda, Kenta",592450,628317,,ball,,,,,14,Aaron Judge walks.,R,R,R,NYY,MIN,B,,,2,0,2021,0.34,0.47,2.19,0.78,642180.0,518934.0,519203.0,1,5,Bot,,,,,,,9.511844336170451,-121.23738325460808,-5.567537483500898,1.151460748335864,27.760347758990253,-26.54603176450425,3.89,1.75,,,,82.3,2597.0,6.0,632821,680777,553902,593871,650333,592743,608701,624503,596146,54.51,,,,,,,,42,3,Slider,1,0,1,0,0,2,2,0,Standard,Standard,103.0,0.075,0.099,,,,-0.099,,1,1,0.799,0.799,33,29,33,29,3,2,7.0,1.0,,2.0,2.86,-0.34,-0.34,38.7
FF,2021-08-21,91.7,-2.29,5.67,"Maeda, Kenta",592450,628317,,ball,,,,,14,Aaron Judge walks.,R,R,R,NYY,MIN,B,,,1,0,2021,-0.46,1.23,1.3,2.03,642180.0,518934.0,519203.0,1,5,Bot,,,,,,,10.047420197249489,-133.17076437609825,-5.994140564981151,-7.638879962271405,27.985433230620377,-16.41519009086456,3.94,1.75,,,,91.6,2351.0,6.3,632821,680777,553902,593871,650333,592743,608701,624503,596146,54.19,,,,,,,,42,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,210.0,0.0,0.08,,,,-0.08,,1,1,0.799,0.799,33,29,33,29,3,2,7.0,1.0,,2.0,1.49,0.46,0.46,40.9
SL,2021-08-21,83.0,-2.33,5.64,"Maeda, Kenta",592450,628317,,ball,,,,,14,Aaron Judge walks.,R,R,R,NYY,MIN,B,,,0,0,2021,0.76,0.42,1.78,1.11,642180.0,518934.0,519203.0,1,5,Bot,,,,,,,7.908911107809193,-120.57720388882998,-4.579063702313112,5.598095788287475,27.02269755806578,-27.307648175769888,3.94,1.75,,,,82.3,2681.0,6.3,632821,680777,553902,593871,650333,592743,608701,624503,596146,54.22,,,,,,,,42,1,Slider,1,0,1,0,0,1,1,0,Standard,Standard,86.0,0.0,0.047,,,,-0.047,,1,1,0.799,0.799,33,29,33,29,3,2,7.0,1.0,,2.0,2.94,-0.76,-0.76,38.9
SL,2021-08-21,80.6,-2.37,5.66,"Maeda, Kenta",519203,628317,hit_by_pitch,hit_by_pitch,,,,,14,Anthony Rizzo hit by pitch.    DJ LeMahieu to 2nd.,R,L,R,NYY,MIN,B,,,3,0,2021,0.88,0.19,1.34,1.42,642180.0,,518934.0,1,5,Bot,,,,,,,6.525183961544695,-117.1720783850016,-3.0131132335166906,6.663136575433261,24.351147246672284,-30.05546905362838,3.49,1.6,,,,79.7,2566.0,5.9,632821,680777,553902,593871,650333,592743,608701,624503,596146,54.56,,0.721932,0.7,1.0,0.0,0.0,,41,4,Slider,1,0,1,0,0,1,1,0,Infield shift,Standard,78.0,0.023,0.078,,,,-0.078,,1,1,0.776,0.776,33,31,33,32,3,2,7.0,2.0,,2.0,3.36,-0.88,0.88,38.0
SL,2021-08-21,80.2,-2.37,5.79,"Maeda, Kenta",519203,628317,,ball,,,,,11,Anthony Rizzo hit by pitch.    DJ LeMahieu to 2nd.,R,L,R,NYY,MIN,B,,,2,0,2021,0.12,1.1,-1.33,4.32,642180.0,,518934.0,1,5,Bot,,,,,,,2.0524173788200866,-116.835077848314,1.3731920285949517,0.7317069848892507,23.09762367654224,-22.65357452278463,3.51,1.6,,,,79.4,2600.0,5.8,632821,680777,553902,593871,650333,592743,608701,624503,596146,54.74,,,,,,,,41,3,Slider,1,0,1,0,0,1,1,0,Infield shift,Standard,83.0,0.0,0.114,,,,-0.114,,1,1,0.776,0.776,33,31,33,32,3,2,7.0,2.0,,2.0,2.45,-0.12,0.12,41.3
FS,2021-08-21,84.1,-2.29,5.79,"Maeda, Kenta",519203,628317,,blocked_ball,,,,,14,Anthony Rizzo hit by pitch.    DJ LeMahieu to 2nd.,R,L,R,NYY,MIN,B,,,1,0,2021,-1.12,-0.24,0.48,0.28,642180.0,,518934.0,1,5,Bot,,,,,,,8.625669257716373,-122.08228872991744,-5.791099795810434,-13.04239948858641,27.030811262196043,-33.495901457268815,3.51,1.6,,,,83.5,1518.0,6.3,632821,680777,553902,593871,650333,592743,608701,624503,596146,54.21,,,,,,,,41,2,Split-Finger,1,0,1,0,0,1,1,0,Infield shift,Standard,241.0,0.0,0.06,,,,-0.06,,1,1,0.776,0.776,33,31,33,32,3,2,7.0,2.0,,2.0,3.52,1.12,-1.12,42.7
FS,2021-08-21,85.1,-2.27,5.72,"Maeda, Kenta",519203,628317,,blocked_ball,,,,,13,Anthony Rizzo hit by pitch.    DJ LeMahieu to 2nd.,R,L,R,NYY,MIN,B,,,0,0,2021,-1.01,0.05,-0.08,0.74,642180.0,,518934.0,1,5,Bot,,,,,,,7.105657937722946,-123.56217298765344,-5.326012511145143,-11.8496905245174,28.523192158516306,-30.6914144071763,3.63,1.6,,,,84.0,1468.0,6.0,632821,680777,553902,593871,650333,592743,608701,624503,596146,54.45,,,,,,,,41,1,Split-Finger,1,0,1,0,0,1,1,0,Infield shift,Standard,236.0,0.0,0.033,,,,-0.033,,1,1,0.776,0.776,33,31,33,32,3,2,7.0,2.0,,2.0,3.16,1.01,-1.01,41.6
FF,2021-08-21,90.4,-2.32,5.76,"Maeda, Kenta",518934,628317,single,hit_into_play,,,,,2,DJ LeMahieu singles on a sharp line drive to right fielder Max Kepler.   Tyler Wade to 3rd.,R,R,R,NYY,MIN,X,9.0,line_drive,3,2,2021,-0.41,1.3,0.17,3.52,,642180.0,,1,5,Bot,173.12,108.57,,,,,7.045612753228001,-131.63342361809458,-2.4676395655466834,-6.092324271952494,24.97390841416813,-16.642364423264176,3.55,1.63,190.0,100.5,10.0,90.6,2297.0,6.1,632821,680777,553902,593871,650333,592743,608701,624503,596146,54.35,0.769,0.717,0.9,1.0,1.0,0.0,4.0,40,7,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,207.0,0.043,0.521,,,0.906,-0.521,100.5,1,1,0.733,0.733,33,32,33,33,3,2,7.0,1.0,,2.0,1.46,0.41,0.41,41.2
