pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SI,2020-09-26,89.1,-1.56,6.02,"Blackburn, Paul",621005,621112,single,hit_into_play,,,,,11.0,Tim Lopes singles on a line drive to right fielder Robbie Grossman.   Kyle Seager scores.    Ty France to 3rd.    Jose Marmolejos to 2nd.,R,R,R,SEA,OAK,X,9.0,line_drive,1,0,2020,-1.14,0.98,-0.92,2.71,572122.0,664034.0,592530.0,1,3,Bot,164.95,95.35,,,,,3.945490371702917,-129.83441332811353,-4.23291139098794,-13.727291447797452,25.041986277188983,-20.40209945491016,3.41,1.63,240.0,76.5,26.0,89.4,1941.0,6.2,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.3,0.533,0.525,0.9,1.0,1.0,0.0,4.0,26,2,Sinker,3,1,3,1,1,4,4,1,Standard,Standard,199.0,0.051,0.384,,,0.638,-0.384,88.0,2,2,0.876,0.876,26,26,27,26,2,1,,1.0,,0.0,1.87,1.14,1.14,
SL,2020-09-26,84.9,-1.62,6.05,"Blackburn, Paul",621005,621112,,ball,,,,,14.0,Tim Lopes singles on a line drive to right fielder Robbie Grossman.   Kyle Seager scores.    Ty France to 3rd.    Jose Marmolejos to 2nd.,R,R,R,SEA,OAK,B,,,0,0,2020,0.63,0.14,1.49,0.93,572122.0,664034.0,592530.0,1,3,Bot,,,,,,,6.013062291330714,-123.53109748477156,-5.952951535209995,5.25022147168575,24.227164302199704,-29.711439262770075,3.56,1.67,,,,84.8,2432.0,6.2,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.28,,,,,,,,26,1,Slider,3,1,3,1,1,3,3,1,Standard,Standard,133.0,0.0,0.034,,,,-0.034,,2,2,0.876,0.876,26,26,27,26,2,1,,1.0,,0.0,3.01,-0.63,-0.63,
FF,2020-09-26,90.2,-1.57,6.02,"Blackburn, Paul",592530,621112,walk,ball,,,,,14.0,Jose Marmolejos walks.,R,L,R,SEA,OAK,B,,,3,0,2020,-0.37,1.37,1.2,1.89,572122.0,664034.0,,1,3,Bot,,,,,,,7.663259451558877,-131.06093061283232,-7.2314551877456035,-5.838173133391256,27.789780720070244,-14.980398877584165,3.42,1.64,,,,90.2,2026.0,6.4,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.14,,0.698811,0.7,1.0,0.0,0.0,,25,4,4-Seam Fastball,3,1,3,1,1,3,3,1,Infield shade,Standard,210.0,0.002,0.034,,,,-0.034,,2,2,0.874,0.874,26,27,27,27,2,1,,1.0,,0.0,1.44,0.37,-0.37,
SI,2020-09-26,90.2,-1.71,5.93,"Blackburn, Paul",592530,621112,,ball,,,,,13.0,Jose Marmolejos walks.,R,L,R,SEA,OAK,B,,,2,0,2020,-1.18,0.81,-0.01,0.75,572122.0,664034.0,,1,3,Bot,,,,,,,6.732439802412224,-131.1059780856868,-8.710618414293485,-15.033785279968544,24.78793747636759,-21.253194543402476,3.49,1.64,,,,90.6,1960.0,6.4,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.14,,,,,,,,25,3,Sinker,3,1,3,1,1,3,3,1,Strategic,Standard,202.0,0.0,0.062,,,,-0.062,,2,2,0.874,0.874,26,27,27,27,2,1,,1.0,,0.0,1.97,1.18,-1.18,
CH,2020-09-26,82.9,-1.63,6.09,"Blackburn, Paul",592530,621112,,ball,,,,,13.0,Jose Marmolejos walks.,R,L,R,SEA,OAK,B,,,1,0,2020,-0.91,0.42,-0.78,1.09,572122.0,664034.0,,1,3,Bot,,,,,,,3.729819187854098,-120.67757495212928,-5.804698806489736,-9.655190772266128,21.79012083761946,-27.21057217803592,3.54,1.64,,,,83.3,1192.0,6.4,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.11,,,,,,,,25,2,Changeup,3,1,3,1,1,3,3,1,Infield shade,Standard,207.0,0.0,0.039,,,,-0.039,,2,2,0.874,0.874,26,27,27,27,2,1,,1.0,,0.0,2.88,0.91,-0.91,
FF,2020-09-26,90.1,-1.53,6.02,"Blackburn, Paul",592530,621112,,blocked_ball,,,,,14.0,Jose Marmolejos walks.,R,L,R,SEA,OAK,B,,,0,0,2020,-0.29,1.45,1.73,0.7,572122.0,664034.0,,1,3,Bot,,,,,,,8.684704172727528,-130.60479743542828,-10.2851338127955,-5.128640501816141,27.720565571726,-13.527767617948223,3.6,1.63,,,,89.9,2161.0,6.4,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.13,,,,,,,,25,1,4-Seam Fastball,3,1,3,1,1,3,3,1,Infield shade,Standard,200.0,0.0,0.034,,,,-0.034,,2,2,0.874,0.874,26,27,27,27,2,1,,1.0,,0.0,1.38,0.29,-0.29,
SI,2020-09-26,88.7,-1.53,6.07,"Blackburn, Paul",664034,621112,double,hit_into_play,,,,,4.0,Ty France doubles (9) on a ground ball to left fielder Tony Kemp.   J.P. Crawford scores.    Kyle Seager to 3rd.,R,R,R,SEA,OAK,X,7.0,ground_ball,0,1,2020,-1.03,1.03,-0.6,2.71,641487.0,,572122.0,1,3,Bot,59.41,130.3,,,,,4.410831107954119,-129.22864735819888,-4.390404309409966,-12.440446732737442,24.65770292389099,-19.928653262128385,3.34,1.54,76.0,91.4,3.0,89.1,1908.0,6.3,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.25,0.367,0.33,1.25,1.0,1.0,1.0,4.0,24,2,Sinker,2,1,2,1,1,3,3,1,Standard,Standard,198.0,0.098,0.74,,,0.389,-0.74,91.4,1,1,0.776,0.776,26,25,27,26,2,1,,1.0,,0.0,1.84,1.03,1.03,
SI,2020-09-26,89.0,-1.69,6.07,"Blackburn, Paul",664034,621112,,called_strike,,,,,13.0,Ty France doubles (9) on a ground ball to left fielder Tony Kemp.   J.P. Crawford scores.    Kyle Seager to 3rd.,R,R,R,SEA,OAK,S,,,0,0,2020,-1.01,0.95,-0.88,2.17,641487.0,,572122.0,1,3,Bot,,,,,,,4.126859157541884,-129.53403052351857,-5.571342166607086,-12.222566436523405,25.818516660169372,-20.50523476125497,3.56,1.6,,,,89.4,2002.0,6.4,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.08,,,,,,,,24,1,Sinker,2,1,2,1,1,2,2,1,Standard,Standard,196.0,0.0,-0.038,,,,0.038,,1,1,0.776,0.776,26,25,27,26,2,1,,1.0,,0.0,1.91,1.01,1.01,
CH,2020-09-26,81.6,-1.62,6.1,"Blackburn, Paul",572122,621112,walk,ball,,,,,11.0,Kyle Seager walks.,R,L,R,SEA,OAK,B,,,3,2,2020,-0.9,0.33,-1.58,3.03,641487.0,,,1,3,Bot,,,,,,,1.8214591542388991,-118.92470436941836,-1.0075809489480507,-8.863616429558633,21.93081891835084,-29.06212628253325,3.49,1.62,,,,81.8,1227.0,6.3,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.25,,0.698811,0.7,1.0,0.0,0.0,,23,7,Changeup,2,1,2,1,1,2,2,1,Infield shift,Standard,180.0,0.009,0.254,,,,-0.254,,1,1,0.767,0.767,26,32,27,33,2,1,,1.0,,0.0,3.07,0.9,-0.9,
CH,2020-09-26,82.4,-1.64,6.08,"Blackburn, Paul",572122,621112,,foul,,,,,11.0,Kyle Seager walks.,R,L,R,SEA,OAK,S,,,3,2,2020,0.03,0.86,-0.32,3.69,641487.0,,,1,3,Bot,,,,,,,2.9244849896322145,-120.0292778662805,-0.5957557738963287,-0.2232543260040105,22.33199908733968,-23.969214037310245,3.31,1.48,,,,82.6,1269.0,6.3,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.25,,,,,,,,23,6,Changeup,2,1,2,1,1,2,2,1,Infield shift,Standard,195.0,0.0,0.0,,,,0.0,,1,1,0.767,0.767,26,32,27,33,2,1,,1.0,,0.0,2.48,-0.03,0.03,
SI,2020-09-26,90.0,-1.58,6.03,"Blackburn, Paul",572122,621112,,called_strike,,,,,9.0,Kyle Seager walks.,R,L,R,SEA,OAK,S,,,3,1,2020,-0.98,0.92,0.4,1.72,641487.0,,,1,3,Bot,,,,,,,7.005277103778177,-130.9319517730694,-6.742021684319772,-12.743984050910488,24.946280173095783,-20.366832562665486,3.42,1.61,,,,90.4,1976.0,6.3,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.2,,,,,,,,23,5,Sinker,2,1,2,1,1,2,2,1,Infield shift,Standard,200.0,0.0,-0.145,,,,0.145,,1,1,0.767,0.767,26,32,27,33,2,1,,1.0,,0.0,1.87,0.98,-0.98,
SI,2020-09-26,90.8,-1.51,5.96,"Blackburn, Paul",572122,621112,,ball,,,,,14.0,Kyle Seager walks.,R,L,R,SEA,OAK,B,,,2,1,2020,-1.09,0.84,0.25,-0.59,641929.0,641487.0,,1,3,Bot,,,,,,,6.730394605792171,-131.63609448229002,-12.290493745126906,-14.10456529776262,24.868382824061396,-20.078280393606164,3.45,1.6,,,,91.1,1984.0,6.4,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.07,,,,,,,,23,4,Sinker,1,1,1,1,1,2,2,1,Infield shift,Standard,198.0,0.086,0.095,,,,-0.095,,0,0,0.681,0.681,26,32,27,33,2,1,,1.0,,0.0,1.92,1.09,-1.09,
SL,2020-09-26,85.8,-1.52,6.06,"Blackburn, Paul",572122,621112,,ball,,,,,14.0,Kyle Seager walks.,R,L,R,SEA,OAK,B,,,1,1,2020,0.63,0.52,0.71,1.12,641929.0,641487.0,,1,3,Bot,,,,,,,3.9889597110792407,-124.8525047186502,-6.524250319625029,5.900575091600223,22.690824964987797,-25.678781918860167,3.57,1.71,,,,86.1,2369.0,6.2,631055,669221,621566,605353,571875,644337,643393,592192,543257,54.26,,,,,,,,23,3,Slider,1,1,1,1,1,1,1,1,Infield shift,Standard,159.0,0.0,0.042,,,,-0.042,,0,0,0.681,0.681,26,32,27,33,2,1,,1.0,,0.0,2.55,-0.63,0.63,
