pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,2023-09-27,96.4,-2.16,5.75,"Senga, Kodai",669394,673540,strikeout,swinging_strike,,,,,11.0,Jake Burger strikes out swinging.,R,R,R,NYM,MIA,S,2.0,,2,2,2023,-0.43,1.43,-1.01,3.44,542932.0,,605137.0,2,5,Top,,,,,,,4.063506743077927,-140.3392543103621,-3.820215254944833,-6.574933820190092,32.55578665151903,-12.642375857162577,3.3,1.55,,,,96.7,2329.0,6.5,716430,553882,624413,677595,683146,596019,607043,542364,621466,54.01,,0.0,0.0,1.0,0.0,0.0,,37,5,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,217.0,0.065,-0.241,,,,0.241,,0,0,0.5,0.5,30,27,30,27,3,2,7.0,0.0,,1.0,1.03,0.43,0.43,42.6
FO,2023-09-27,83.9,-2.06,5.84,"Senga, Kodai",669394,673540,,blocked_ball,,,,,14.0,Jake Burger strikes out swinging.,R,R,R,NYM,MIA,B,,,1,2,2023,-0.87,0.17,1.59,-0.38,542932.0,,605137.0,2,5,Top,,,,,,,10.189806537385838,-121.58532920514392,-8.29521834006861,-10.647575656504625,23.722939437612073,-28.95660408655975,3.33,1.6,,,,84.1,1271.0,6.6,716430,553882,624413,677595,683146,596019,607043,542364,621466,53.87,,,,,,,,37,4,Forkball,2,2,2,2,2,2,2,2,Standard,Standard,249.0,0.0,0.023,,,,-0.023,,0,0,0.5,0.5,30,27,30,27,3,2,7.0,0.0,,1.0,3.09,0.87,0.87,49.2
FO,2023-09-27,84.1,-2.25,5.88,"Senga, Kodai",669394,673540,,swinging_strike,,,,,13.0,Jake Burger strikes out swinging.,R,R,R,NYM,MIA,S,,,1,1,2023,-0.81,0.05,-0.54,0.78,542932.0,,605137.0,2,5,Top,,,,,,,5.6001214071231304,-122.33477202215605,-5.569053708430707,-9.196769408012356,23.66844886337204,-30.755775445740408,3.3,1.55,,,,84.5,966.0,6.5,716430,553882,624413,677595,683146,596019,607043,542364,621466,53.98,,,,,,,,37,3,Forkball,2,2,2,2,2,2,2,2,Standard,Standard,249.0,0.0,-0.074,77.1,8.8,,0.074,,0,0,0.5,0.5,30,27,30,27,3,2,7.0,0.0,,1.0,3.17,0.81,0.81,49.5
FO,2023-09-27,83.0,-2.2,5.87,"Senga, Kodai",669394,673540,,blocked_ball,,,,,14.0,Jake Burger strikes out swinging.,R,R,R,NYM,MIA,B,,,0,1,2023,-0.65,0.54,0.68,0.18,542932.0,,605137.0,2,5,Top,,,,,,,7.908193877799437,-120.48649093925926,-7.584153467458401,-7.951012301552484,24.42156794385456,-25.58372719581373,3.21,1.55,,,,83.1,1127.0,6.6,716430,553882,624413,677595,683146,596019,607043,542364,621466,53.88,,,,,,,,37,2,Forkball,2,2,2,2,2,2,2,2,Standard,Standard,242.0,0.0,0.039,,,,-0.039,,0,0,0.5,0.5,30,27,30,27,3,2,7.0,0.0,,1.0,2.8,0.65,0.65,48.5
FF,2023-09-27,95.0,-2.26,5.81,"Senga, Kodai",669394,673540,,swinging_strike,,,,,11.0,Jake Burger strikes out swinging.,R,R,R,NYM,MIA,S,,,0,0,2023,-0.53,1.37,-1.3,2.72,542932.0,,605137.0,2,5,Top,,,,,,,3.716327569555818,-138.28812470113084,-5.5258290905986955,-7.666156195969088,31.126066623052225,-13.583594650560276,3.3,1.55,,,,95.3,2202.0,6.5,716430,553882,624413,677595,683146,596019,607043,542364,621466,54.03,,,,,,,,37,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,220.0,0.0,-0.052,75.4,6.5,,0.052,,0,0,0.5,0.5,30,27,30,27,3,2,7.0,0.0,,1.0,1.16,0.53,0.53,45.6
FF,2023-09-27,95.4,-2.2,5.8,"Senga, Kodai",605137,673540,single,hit_into_play,,,,,1.0,Josh Bell singles on a ground ball to left fielder Brandon Nimmo.   Jon Berti to 3rd.,R,L,R,NYM,MIA,X,7.0,ground_ball,1,2,2023,-0.58,1.42,-0.58,3.8,,,542932.0,2,5,Top,69.53,116.31,,,,,5.581446045018189,-138.8679322593293,-2.85792681244005,-8.778569816107751,29.44605685648264,-13.365930240883902,3.7,1.78,98.0,102.7,2.0,96.1,2385.0,6.5,716430,553882,624413,677595,683146,596019,607043,542364,621466,53.97,0.529,0.491,0.9,1.0,1.0,0.0,4.0,36,5,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,212.0,-0.034,0.448,69.8,6.8,0.602,-0.448,102.7,0,0,0.534,0.466,30,30,30,31,3,2,7.0,0.0,,1.0,1.08,0.58,-0.58,46.9
FF,2023-09-27,96.5,-2.3,5.77,"Senga, Kodai",605137,673540,,foul,,,,,11.0,Josh Bell singles on a ground ball to left fielder Brandon Nimmo.   Jon Berti to 3rd.,R,L,R,NYM,MIA,S,,,1,2,2023,-0.62,1.46,-0.54,3.89,,,542932.0,2,5,Top,,,,,,,6.131066441846949,-140.3533939874717,-2.717563832759744,-9.60811925651481,34.181536598274285,-12.500246308834178,3.7,1.78,282.0,89.3,35.0,96.7,2461.0,6.6,716430,553882,624413,677595,683146,596019,607043,542364,621466,53.9,,,,,,,,36,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,216.0,0.0,0.0,67.4,6.2,,0.0,89.3,0,0,0.534,0.466,30,30,30,31,3,2,7.0,0.0,,1.0,1.0,0.62,-0.62,42.5
FO,2023-09-27,83.2,-2.22,5.88,"Senga, Kodai",605137,673540,,foul,,,,,1.0,Josh Bell singles on a ground ball to left fielder Brandon Nimmo.   Jon Berti to 3rd.,R,L,R,NYM,MIA,S,,,1,1,2023,-0.54,1.05,-0.56,3.46,,,542932.0,2,5,Top,,,,,,,4.893908333889741,-121.137542695443,-1.1680167330722773,-6.27804431817143,22.82852970595918,-21.817885241589696,3.7,1.78,88.0,60.3,13.0,83.6,1116.0,6.5,716430,553882,624413,677595,683146,596019,607043,542364,621466,54.03,,,,,,,,36,3,Forkball,2,2,2,2,2,2,2,2,Infield shade,Standard,240.0,0.0,-0.06,69.5,8.9,,0.06,88.0,0,0,0.534,0.466,30,30,30,31,3,2,7.0,0.0,,1.0,2.23,0.54,-0.54,46.7
FC,2023-09-27,88.6,-2.05,5.83,"Senga, Kodai",605137,673540,,foul,,,,,4.0,Josh Bell singles on a ground ball to left fielder Brandon Nimmo.   Jon Berti to 3rd.,R,L,R,NYM,MIA,S,,,1,0,2023,0.17,0.61,-0.48,2.88,,,542932.0,2,5,Top,,,,,,,3.489177603675871,-129.11770914567856,-2.4995590096004836,1.2037043068840068,24.64929539453161,-24.98106940326715,3.7,1.78,229.0,70.0,36.0,89.0,2475.0,6.3,716430,553882,624413,677595,683146,596019,607043,542364,621466,54.22,,,,,,,,36,2,Cutter,2,2,2,2,2,2,2,2,Infield shade,Standard,194.0,0.0,-0.05,75.4,8.3,,0.05,88.0,0,0,0.534,0.466,30,30,30,31,3,2,7.0,0.0,,1.0,2.26,-0.17,0.17,45.4
FF,2023-09-27,94.6,-2.19,5.84,"Senga, Kodai",605137,673540,,ball,,,,,14.0,Josh Bell singles on a ground ball to left fielder Brandon Nimmo.   Jon Berti to 3rd.,R,L,R,NYM,MIA,B,,,0,0,2023,-0.58,1.31,0.47,1.49,,,542932.0,2,5,Top,,,,,,,8.275890232251776,-137.3912703800026,-8.625328893783548,-9.19522485748216,30.36190746455862,-13.824953835577684,3.61,1.72,,,,94.9,2361.0,6.6,716430,553882,624413,677595,683146,596019,607043,542364,621466,53.91,,,,,,,,36,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Infield shade,Standard,216.0,0.0,0.03,,,,-0.03,,0,0,0.534,0.466,30,30,30,31,3,2,7.0,0.0,,1.0,1.25,0.58,-0.58,45.0
